message_text,cleaned_message_text,unigram_bigram_ready_text,annotation_count,risk_categories_present,suspicious_phrases_json,label,label_name,scam_subtype,source_name,source_url,data_origin_type,is_synthetic,split,message_length_characters,message_length_words,cleaned_token_count,digit_count,exclamation_mark_count,contains_url_like_text,contains_phone_number_like_text
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship is not a game to play it is not a word to say it doesn 't start on march and ends on may it is tomorrow yesterday today and e,friendship is not a game to play it is not a word to say it doesn 't start on march and ends on may it is tomorrow yesterday today and e friendship_is is_not not_a a_game game_to to_play play_it it_is is_not not_a a_word word_to to_say say_it it_doesn doesn_'t 't_start start_on on_march march_and and_ends ends_on on_may may_it it_is is_tomorrow tomorrow_yesterday yesterday_today today_and and_e,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,141,30,31,0,0,0,0
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee yar_lor lor_wait wait_4 4_my my_mum mum_2 2_finish finish_sch sch_then then_have have_lunch lunch_lor lor_i i_whole whole_morning morning_stay stay_at at_home home_clean clean_my my_room room_now now_my my_room room_quite quite_clean clean_hee,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,134,28,28,2,0,0,0
How are you enjoying this semester? Take care brother.,how are you enjoying this semester take care brother,how are you enjoying this semester take care brother how_are are_you you_enjoying enjoying_this this_semester semester_take take_care care_brother,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,54,9,9,0,0,0,0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay night_has has_ended ended_for for_another another_day day_morning morning_has has_come come_in in_a a_special special_way way_may may_you you_smile smile_like like_the the_sunny sunny_rays rays_and and_leaves leaves_your your_worries worries_at at_the the_blue blue_blue blue_bay,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,147,29,29,0,0,0,0
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today's the day if you are ready i'm horny live in your town i love sex fun games netcollex ltd 08700621170150p per msg reply stop to end,freemsg today's the day if you are ready i'm horny live in your town i love sex fun games netcollex ltd 08700621170150p per msg reply stop to end freemsg_today's today's_the the_day day_if if_you you_are are_ready ready_i'm i'm_horny horny_live live_in in_your your_town town_i i_love love_sex sex_fun fun_games games_netcollex netcollex_ltd ltd_08700621170150p 08700621170150p_per per_msg msg_reply reply_stop stop_to to_end,0,,[],1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,152,30,28,14,2,0,0
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,hello how's you and how did saturday go i was just texting to see if you'd decided to do anything tomo not that i'm trying to invite myself or anything,hello how's you and how did saturday go i was just texting to see if you'd decided to do anything tomo not that i'm trying to invite myself or anything hello_how's how's_you you_and and_how how_did did_saturday saturday_go go_i i_was was_just just_texting texting_to to_see see_if if_you'd you'd_decided decided_to to_do do_anything anything_tomo tomo_not not_that that_i'm i'm_trying trying_to to_invite invite_myself myself_or or_anything,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,155,30,30,0,2,0,0
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx babes_i i_think think_i i_got got_ur ur_brolly brolly_i i_left left_it it_in in_english english_wil wil_bring bring_it it_in in_2mrw 2mrw_4 4_u u_luv luv_franxx,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,86,21,21,2,0,0,0
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call phone_token,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call phone_token this_is is_the the_2nd 2nd_attempt attempt_to to_contract contract_u u_you you_have have_won won_this this_weeks weeks_top top_prize prize_of of_either either_1000 1000_cash cash_or or_200 200_prize prize_just just_call call_phone_token,0,,[],1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,130,25,25,19,0,0,1
* Thought I didn't see you.,thought i didn't see you,thought i didn't see you thought_i i_didn't didn't_see see_you,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,27,6,5,0,0,0,0
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea,mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea mmmmm_it it_was was_sooooo sooooo_good good_to to_wake wake_to to_your your_words words_this this_morning morning_my my_love love_mmmm mmmm_fuck fuck_i i_love love_you you_too too_my my_lion lion_devouring devouring_kiss kiss_from from_across across_the the_sea,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,153,31,28,0,2,0,0
I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in i_could could_ask ask_carlos carlos_if if_we we_could could_get get_more more_if if_anybody anybody_else else_can can_chip chip_in,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,67,15,15,0,0,0,0
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure it_does does_it it_on on_its its_own own_most most_of of_the the_time time_it it_fixes fixes_my my_spelling spelling_but but_sometimes sometimes_it it_gets gets_a a_completely completely_diff diff_word word_go go_figure,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,117,24,24,0,0,0,0
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome are you finding that job not being lazy working towards getting back that net for mummy where's my boytoy now does he miss me,hello handsome are you finding that job not being lazy working towards getting back that net for mummy where's my boytoy now does he miss me hello_handsome handsome_are are_you you_finding finding_that that_job job_not not_being being_lazy lazy_working working_towards towards_getting getting_back back_that that_net net_for for_mummy mummy_where's where's_my my_boytoy boytoy_now now_does does_he he_miss miss_me,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,152,32,26,0,1,0,0
Ok then no need to tell me anything i am going to sleep good night,ok then no need to tell me anything i am going to sleep good night,ok then no need to tell me anything i am going to sleep good night ok_then then_no no_need need_to to_tell tell_me me_anything anything_i i_am am_going going_to to_sleep sleep_good good_night,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,66,15,15,0,0,0,0
My sister cleared two round in birla soft yesterday.,my sister cleared two round in birla soft yesterday,my sister cleared two round in birla soft yesterday my_sister sister_cleared cleared_two two_round round_in in_birla birla_soft soft_yesterday,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,52,9,9,0,0,0,0
Just got to  &lt;#&gt;,just got to lt gt,just got to lt gt just_got got_to to_lt lt_gt,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,22,4,5,0,0,0,0
Mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy today itself i shall get that dear,mm feeling sleepy today itself i shall get that dear mm_feeling feeling_sleepy sleepy_today today_itself itself_i i_shall shall_get get_that that_dear,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,53,10,10,0,0,0,0
I was gonna ask you lol but i think its at 7,i was gonna ask you lol but i think its at 7,i was gonna ask you lol but i think its at 7 i_was was_gonna gonna_ask ask_you you_lol lol_but but_i i_think think_its its_at at_7,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,44,12,12,1,0,0,0
Yo! Howz u? girls never rang after india. L,yo howz u girls never rang after india l,yo howz u girls never rang after india l yo_howz howz_u u_girls girls_never never_rang rang_after after_india india_l,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,43,9,9,0,1,0,0
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate with month and year i will tel u ur life partner's name and the method of calculation reply must,send ur birthdate with month and year i will tel u ur life partner's name and the method of calculation reply must send_ur ur_birthdate birthdate_with with_month month_and and_year year_i i_will will_tel tel_u u_ur ur_life life_partner's partner's_name name_and and_the the_method method_of of_calculation calculation_reply reply_must,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,118,22,22,0,0,0,0
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),i'm at bruce amp fowler now but i'm in my mom's car so i can't park long story,i'm at bruce amp fowler now but i'm in my mom's car so i can't park long story i'm_at at_bruce bruce_amp amp_fowler fowler_now now_but but_i'm i'm_in in_my my_mom's mom's_car car_so so_i i_can't can't_park park_long long_story,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,82,18,18,0,0,0,0
Oh k:)after that placement there ah?,oh k after that placement there ah,oh k after that placement there ah oh_k k_after after_that that_placement placement_there there_ah,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,36,6,7,0,0,0,0
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget you can place as many free requests with 1stchoice co uk as you wish for more information call phone_token,dont forget you can place as many free requests with 1stchoice co uk as you wish for more information call phone_token dont_forget forget_you you_can can_place place_as as_many many_free free_requests requests_with with_1stchoice 1stchoice_co co_uk uk_as as_you you_wish wish_for for_more more_information information_call call_phone_token,0,,[],1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,120,19,21,12,0,0,1
Ok no prob. Take ur time.,ok no prob take ur time,ok no prob take ur time ok_no no_prob prob_take take_ur ur_time,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,25,6,6,0,0,0,0
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",5 free top polyphonic tones call phone_token national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub phone_token,5 free top polyphonic tones call phone_token national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub phone_token 5_free free_top top_polyphonic polyphonic_tones tones_call call_phone_token phone_token_national national_rate rate_get get_a a_toppoly toppoly_tune tune_sent sent_every every_week week_just just_text text_subpoly subpoly_to to_81618 81618_3 3_per per_pole pole_unsub unsub_phone_token,0,,[],1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,157,26,26,30,0,0,1
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad die_i i_accidentally accidentally_deleted deleted_e e_msg msg_i i_suppose suppose_2 2_put put_in in_e e_sim sim_archive archive_haiz haiz_i i_so so_sad,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,89,18,18,1,0,0,0
"Not for possession, especially not first offense",not for possession especially not first offense,not for possession especially not first offense not_for for_possession possession_especially especially_not not_first first_offense,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,48,7,7,0,0,0,0
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz oi_ami ami_parchi parchi_na na_re re_kicchu kicchu_kaaj kaaj_korte korte_iccha iccha_korche korche_na na_phone phone_ta ta_tul tul_na na_plz plz_plz,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,83,17,17,0,0,0,0
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",i think i m waiting for the same bus inform me when you get there if you ever get there,i think i m waiting for the same bus inform me when you get there if you ever get there i_think think_i i_m m_waiting waiting_for for_the the_same same_bus bus_inform inform_me me_when when_you you_get get_there there_if if_you you_ever ever_get get_there,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,90,19,20,0,1,0,0
No b4 Thursday,no b4 thursday,no b4 thursday no_b4 b4_thursday,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,14,3,3,1,0,0,0
Have you heard from this week?,have you heard from this week,have you heard from this week have_you you_heard heard_from from_this this_week,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,30,6,6,0,0,0,0
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,dunno cos i was v late n when i reach they inside already but we ate spageddies lor it's e gals who r laughing at me lor,dunno cos i was v late n when i reach they inside already but we ate spageddies lor it's e gals who r laughing at me lor dunno_cos cos_i i_was was_v v_late late_n n_when when_i i_reach reach_they they_inside inside_already already_but but_we we_ate ate_spageddies spageddies_lor lor_it's it's_e e_gals gals_who who_r r_laughing laughing_at at_me me_lor,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,129,27,27,0,0,0,0
Who u talking about?,who u talking about,who u talking about who_u u_talking talking_about,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,20,4,4,0,0,0,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on phone_token between 10am 9pm as you have won a guaranteed 1000 cash or 5000 prize,please call our customer service representative on phone_token between 10am 9pm as you have won a guaranteed 1000 cash or 5000 prize please_call call_our our_customer customer_service service_representative representative_on on_phone_token phone_token_between between_10am 10am_9pm 9pm_as as_you you_have have_won won_a a_guaranteed guaranteed_1000 1000_cash cash_or or_5000 5000_prize,0,,[],1,scam,prize_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,137,23,22,22,1,0,1
Yeah whatever lol,yeah whatever lol,yeah whatever lol yeah_whatever whatever_lol,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,17,3,3,0,0,0,0
I thought slide is enough.,i thought slide is enough,i thought slide is enough i_thought thought_slide slide_is is_enough,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,26,5,5,0,0,0,0
She's good. How are you. Where r u working now,she's good how are you where r u working now,she's good how are you where r u working now she's_good good_how how_are are_you you_where where_r r_u u_working working_now,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,46,10,10,0,0,0,0
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,you please give us connection today itself before lt decimal gt or refund the bill,you please give us connection today itself before lt decimal gt or refund the bill you_please please_give give_us us_connection connection_today today_itself itself_before before_lt lt_decimal decimal_gt gt_or or_refund refund_the the_bill,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,86,13,15,0,0,0,0
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend also_sir sir_i i_sent sent_you you_an an_email email_about about_how how_to to_log log_into into_the the_usc usc_payment payment_portal portal_i i_ll ll_send send_you you_another another_message message_that that_should should_explain explain_how how_things things_are are_back back_home home_have have_a a_great great_weekend,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,173,33,34,0,0,0,0
I'm reaching home in 5 min.,i'm reaching home in 5 min,i'm reaching home in 5 min i'm_reaching reaching_home home_in in_5 5_min,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,27,6,6,1,0,0,0
I think steyn surely get one wicket:),i think steyn surely get one wicket,i think steyn surely get one wicket i_think think_steyn steyn_surely surely_get get_one one_wicket,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,37,7,7,0,0,0,0
In sch but neva mind u eat 1st lor..,in sch but neva mind u eat 1st lor,in sch but neva mind u eat 1st lor in_sch sch_but but_neva neva_mind mind_u u_eat eat_1st 1st_lor,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,36,9,9,1,0,0,0
"Probably gonna be here for a while, see you later tonight &lt;)",probably gonna be here for a while see you later tonight lt,probably gonna be here for a while see you later tonight lt probably_gonna gonna_be be_here here_for for_a a_while while_see see_you you_later later_tonight tonight_lt,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,63,12,12,0,0,0,0
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo i'm on my way to my moms she's making tortilla soup yummmm,boo i'm on my way to my moms she's making tortilla soup yummmm boo_i'm i'm_on on_my my_way way_to to_my my_moms moms_she's she's_making making_tortilla tortilla_soup soup_yummmm,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,64,13,13,0,0,0,0
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow hey_what what_happened happened_u u_switch switch_off off_ur ur_cell cell_d d_whole whole_day day_this this_isnt isnt_good good_now now_if if_u u_do do_care care_give give_me me_a a_call call_tomorrow,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,112,24,24,0,0,0,0
Yo dude guess who just got arrested the other day,yo dude guess who just got arrested the other day,yo dude guess who just got arrested the other day yo_dude dude_guess guess_who who_just just_got got_arrested arrested_the the_other other_day,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,49,10,10,0,0,0,0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge my_life life_means means_a a_lot lot_to to_me me_not not_because because_i i_love love_my my_life life_but but_because because_i i_love love_the the_people people_in in_my my_life life_the the_world world_calls calls_them them_friends friends_i i_call call_them them_my my_world world_ge,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,160,33,33,0,0,0,0
U can call now...,u can call now,u can call now u_can can_call call_now,1,contact_request,"[{""phrase_text"": ""call now"", ""start_index"": 6, ""end_index"": 14, ""risk_category"": ""contact_request"", ""risk_explanation"": ""This pushes the user to respond or send information.""}]",0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,17,4,4,0,0,0,0
"Sorry, I'll call later",sorry i'll call later,sorry i'll call later sorry_i'll i'll_call call_later,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,22,4,4,0,0,0,0
Surely result will offer:),surely result will offer,surely result will offer surely_result result_will will_offer,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,26,4,4,0,0,0,0
If india win or level series means this is record:),if india win or level series means this is record,if india win or level series means this is record if_india india_win win_or or_level level_series series_means means_this this_is is_record,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,51,10,10,0,0,0,0
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,so how's scotland hope you are not over showing your jjc tendencies take care live the dream,so how's scotland hope you are not over showing your jjc tendencies take care live the dream so_how's how's_scotland scotland_hope hope_you you_are are_not not_over over_showing showing_your your_jjc jjc_tendencies tendencies_take take_care care_live live_the the_dream,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,95,17,17,0,0,0,0
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay d,height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay d height_of of_oh oh_shit shit_situation situation_a a_guy guy_throws throws_a a_luv luv_letter letter_on on_a a_gal gal_but but_falls falls_on on_her her_brothers brothers_head head_whos whos_a a_gay gay_d,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,121,23,24,0,2,0,0
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen i thk shd b enuff still got conclusion n contents pg n references i'll b doing da contents pg n cover pg,cthen i thk shd b enuff still got conclusion n contents pg n references i'll b doing da contents pg n cover pg cthen_i i_thk thk_shd shd_b b_enuff enuff_still still_got got_conclusion conclusion_n n_contents contents_pg pg_n n_references references_i'll i'll_b b_doing doing_da da_contents contents_pg pg_n n_cover cover_pg,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,116,23,23,0,0,0,0
Ok lor. I'm in town now lei.,ok lor i'm in town now lei,ok lor i'm in town now lei ok_lor lor_i'm i'm_in in_town town_now now_lei,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,28,7,7,0,0,0,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl hurt_me me_tease tease_me me_make make_me me_cry cry_but but_in in_the the_end end_of of_my my_life life_when when_i i_die die_plz plz_keep keep_one one_rose rose_on on_my my_grave grave_and and_say say_stupid stupid_i i_miss miss_u u_have have_a a_nice nice_day day_bslvyl,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,153,35,35,0,0,0,0
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol your right what diet everyday i cheat anyway i'm meant to be a fatty,lol your right what diet everyday i cheat anyway i'm meant to be a fatty lol_your your_right right_what what_diet diet_everyday everyday_i i_cheat cheat_anyway anyway_i'm i'm_meant meant_to to_be be_a a_fatty,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,78,16,15,0,0,0,0
You tell what happen dont behave like this to me. Ok no need to say,you tell what happen dont behave like this to me ok no need to say,you tell what happen dont behave like this to me ok no need to say you_tell tell_what what_happen happen_dont dont_behave behave_like like_this this_to to_me me_ok ok_no no_need need_to to_say,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,67,15,15,0,0,0,0
"Just checked out, heading out to drop off my stuff now",just checked out heading out to drop off my stuff now,just checked out heading out to drop off my stuff now just_checked checked_out out_heading heading_out out_to to_drop drop_off off_my my_stuff stuff_now,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,54,11,11,0,0,0,0
"No, but you told me you were going, before you got drunk!",no but you told me you were going before you got drunk,no but you told me you were going before you got drunk no_but but_you you_told told_me me_you you_were were_going going_before before_you you_got got_drunk,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,57,12,12,0,1,0,0
